week_start,store_id,product_id,opening_qty,received_qty,sold_qty,closing_qty,shrinkage_qty
2025-12-21,22,14,57,57,39,75,1
2025-12-21,22,15,43,47,31,59,0
2025-12-21,22,16,49,50,36,63,0
2025-12-21,22,17,47,47,27,67,0
2025-12-21,22,18,47,47,38,56,0
2025-12-21,22,19,43,43,37,49,1
2025-12-21,22,20,41,55,24,72,1
2025-12-21,23,1,30,30,24,36,0
2025-12-21,23,2,52,52,37,67,1
2025-12-21,23,3,49,69,33,85,0
2025-12-21,23,4,39,45,26,58,0
2025-12-21,23,5,48,48,42,54,1
2025-12-21,23,6,52,69,36,85,0
2025-12-21,23,7,66,66,46,86,0
2025-12-21,23,8,46,46,36,56,0
2025-12-21,23,9,56,56,44,68,1
2025-12-21,23,10,44,52,35,61,0
2025-12-21,23,11,41,41,33,49,0
2025-12-21,23,12,47,55,35,67,1
2025-12-21,23,13,33,33,27,39,0
2025-12-21,23,14,48,70,37,81,1
2025-12-21,23,15,44,50,34,60,1
2025-12-21,23,16,58,81,40,99,0
2025-12-21,23,17,58,59,42,75,1
2025-12-21,23,18,45,45,32,58,1
2025-12-21,23,19,42,60,29,73,1
2025-12-21,23,20,45,45,32,58,0
2025-12-21,24,1,59,75,52,82,0
2025-12-21,24,2,76,76,62,90,0
2025-12-21,24,3,38,53,30,61,1
2025-12-21,24,4,65,72,51,86,1
2025-12-21,24,5,73,73,55,91,0
2025-12-21,24,6,51,66,42,75,0
2025-12-21,24,7,59,59,47,71,0
2025-12-21,24,8,67,88,62,93,0
2025-12-21,24,9,71,71,55,87,0
2025-12-21,24,10,62,62,48,76,0
2025-12-21,24,11,62,70,51,81,1
2025-12-21,24,12,63,63,57,69,0
2025-12-21,24,13,55,55,48,62,1
2025-12-21,24,14,92,100,77,115,0
2025-12-21,24,15,61,73,45,89,2
2025-12-21,24,16,55,80,50,85,0
2025-12-21,24,17,67,69,55,81,0
2025-12-21,24,18,51,59,42,68,0
2025-12-21,24,19,51,76,33,94,0
2025-12-21,24,20,55,75,40,90,0
2025-12-21,25,1,86,86,73,99,0
2025-12-21,25,2,82,102,70,114,2
2025-12-21,25,3,76,76,60,92,1
2025-12-21,25,4,71,103,58,116,2
2025-12-21,25,5,87,90,75,102,1
2025-12-21,25,6,86,96,80,102,2
2025-12-21,25,7,72,72,66,78,1
2025-12-21,25,8,107,145,88,164,3
2025-12-21,25,9,69,97,58,108,0
2025-12-21,25,10,91,116,74,133,2
2025-12-21,25,11,90,125,80,135,2
2025-12-21,25,12,73,73,63,83,0
2025-12-21,25,13,66,78,61,83,0
2025-12-21,25,14,77,77,72,82,1
2025-12-21,25,15,87,87,73,101,0
2025-12-21,25,16,65,95,55,105,1
2025-12-21,25,17,41,41,34,48,0
2025-12-21,25,18,61,61,55,67,1
2025-12-21,25,19,90,93,76,107,0
2025-12-21,25,20,82,91,62,111,1
2025-12-21,26,1,31,31,26,36,0
2025-12-21,26,2,43,43,37,49,0
2025-12-21,26,3,39,51,24,66,0
2025-12-21,26,4,43,43,32,54,0
2025-12-21,26,5,49,52,34,67,1
2025-12-21,26,6,30,30,25,35,0
2025-12-21,26,7,44,44,39,49,0
2025-12-21,26,8,40,50,26,64,0
2025-12-21,26,9,48,48,34,62,0
2025-12-21,26,10,46,61,41,66,0
2025-12-21,26,11,48,48,33,63,1
2025-12-21,26,12,34,34,27,41,0
2025-12-21,26,13,61,68,48,81,1
2025-12-21,26,14,52,60,38,74,0
2025-12-21,26,15,53,55,46,62,0
2025-12-21,26,16,53,53,39,67,1
2025-12-21,26,17,41,43,33,51,0
2025-12-21,26,18,45,64,32,77,1
2025-12-21,26,19,43,43,38,48,0
2025-12-21,26,20,43,44,35,52,0
2025-12-21,27,1,59,59,41,77,0
2025-12-21,27,2,60,79,42,97,1
2025-12-21,27,3,60,60,40,80,0
2025-12-21,27,4,43,53,35,61,1
2025-12-21,27,5,54,70,49,75,0
2025-12-21,27,6,50,50,35,65,1
2025-12-21,27,7,50,50,44,56,0
2025-12-21,27,8,57,57,52,62,0
2025-12-21,27,9,51,55,41,65,0
2025-12-21,27,10,55,55,46,64,0
2025-12-21,27,11,52,55,42,65,1
2025-12-21,27,12,32,40,20,52,1
2025-12-21,27,13,56,56,49,63,1
2025-12-21,27,14,63,75,43,95,1
2025-12-21,27,15,59,66,44,81,0
2025-12-21,27,16,66,66,52,80,1
2025-12-21,27,17,68,79,48,99,1
2025-12-21,27,18,48,48,35,61,1
2025-12-21,27,19,56,56,36,76,0
2025-12-21,27,20,61,80,43,98,1
2025-12-21,28,1,63,82,50,95,0
2025-12-21,28,2,60,60,48,72,0
2025-12-21,28,3,51,51,45,57,0
2025-12-21,28,4,73,73,60,86,1
2025-12-21,28,5,52,58,41,69,1
2025-12-21,28,6,60,60,46,74,1
2025-12-21,28,7,45,56,37,64,1
2025-12-21,28,8,45,63,35,73,0
2025-12-21,28,9,59,77,46,90,1
2025-12-21,28,10,55,55,49,61,0
2025-12-21,28,11,70,83,59,94,1
2025-12-21,28,12,49,49,41,57,1
2025-12-21,28,13,71,82,54,99,2
2025-12-21,28,14,59,66,52,73,1
2025-12-21,28,15,71,71,55,87,0
2025-12-21,28,16,53,64,39,78,0
2025-12-21,28,17,61,66,45,82,0
2025-12-21,28,18,63,71,43,91,0
2025-12-21,28,19,67,86,58,95,0
2025-12-21,28,20,62,88,56,94,0
2025-12-21,29,1,66,68,55,79,2
2025-12-21,29,2,55,55,46,64,0
2025-12-21,29,3,50,57,34,73,1
2025-12-21,29,4,40,40,33,47,0
2025-12-21,29,5,74,92,54,112,1
2025-12-21,29,6,48,56,42,62,1
2025-12-21,29,7,48,57,40,65,1
2025-12-21,29,8,48,48,42,54,0
2025-12-21,29,9,74,88,59,103,1
2025-12-21,29,10,59,61,44,76,1
2025-12-21,29,11,60,83,42,101,0
2025-12-21,29,12,62,62,43,81,0
2025-12-21,29,13,40,50,34,56,0
2025-12-21,29,14,71,82,61,92,0
2025-12-21,29,15,60,82,40,102,1
2025-12-21,29,16,56,80,47,89,1
2025-12-21,29,17,53,56,45,64,0
2025-12-21,29,18,52,77,47,82,0
2025-12-21,29,19,48,66,43,71,1
2025-12-21,29,20,48,63,37,74,1
2025-12-21,30,1,50,50,44,56,0
2025-12-21,30,2,52,52,41,63,0
2025-12-21,30,3,57,74,46,85,0
2025-12-21,30,4,67,67,51,83,1
2025-12-21,30,5,51,51,44,58,0
2025-12-21,30,6,50,50,40,60,0
2025-12-21,30,7,60,64,51,73,1
2025-12-21,30,8,63,68,48,83,1
2025-12-21,30,9,60,60,46,74,0
2025-12-21,30,10,41,52,31,62,1
2025-12-21,30,11,68,68,56,80,1
2025-12-21,30,12,57,84,42,99,1
2025-12-21,30,13,53,78,39,92,2
2025-12-21,30,14,68,85,53,100,2
2025-12-21,30,15,45,47,33,59,0
2025-12-21,30,16,59,59,46,72,1
2025-12-21,30,17,54,77,48,83,0
2025-12-21,30,18,63,63,47,79,1
2025-12-21,30,19,62,79,44,97,1
2025-12-21,30,20,55,55,40,70,1
2025-12-21,31,1,52,65,33,84,0
2025-12-21,31,2,51,69,37,83,1
2025-12-21,31,3,62,64,48,78,1
2025-12-21,31,4,46,54,39,61,0
2025-12-21,31,5,47,47,39,55,0
2025-12-21,31,6,62,64,46,80,0
2025-12-21,31,7,48,62,38,72,0
2025-12-21,31,8,51,63,38,76,0
2025-12-21,31,9,67,67,57,77,0
2025-12-21,31,10,52,53,44,61,0
2025-12-21,31,11,62,78,52,88,1
2025-12-21,31,12,59,59,52,66,0
2025-12-21,31,13,48,48,42,54,1
2025-12-21,31,14,63,69,51,81,1
2025-12-21,31,15,56,79,46,89,2
2025-12-21,31,16,53,66,37,82,1
2025-12-21,31,17,63,63,48,78,0
2025-12-21,31,18,64,70,49,85,0
2025-12-21,31,19,65,65,47,83,0
2025-12-21,31,20,54,54,47,61,1
2025-12-21,32,1,44,51,33,62,0
2025-12-21,32,2,53,69,40,82,1
2025-12-21,32,3,39,39,26,52,0
2025-12-21,32,4,32,35,25,42,0
2025-12-21,32,5,37,45,30,52,0
2025-12-21,32,6,44,59,29,74,0
2025-12-21,32,7,38,43,28,53,0
2025-12-21,32,8,61,65,41,85,0
2025-12-21,32,9,47,61,31,77,0
2025-12-21,32,10,29,38,24,43,0
2025-12-21,32,11,46,54,32,68,0
2025-12-21,32,12,51,51,33,69,0
2025-12-21,32,13,48,48,28,68,0
2025-12-21,32,14,48,70,32,86,1
2025-12-21,32,15,50,67,33,84,1
2025-12-21,32,16,55,57,35,77,0
2025-12-21,32,17,49,49,34,64,0
2025-12-21,32,18,38,38,18,58,0
2025-12-21,32,19,43,62,25,80,0
2025-12-21,32,20,34,46,20,60,1
2025-12-21,33,1,67,81,53,95,1
2025-12-21,33,2,56,59,42,73,0
2025-12-21,33,3,53,77,47,83,0
2025-12-21,33,4,67,82,51,98,0
2025-12-21,33,5,47,51,34,64,0
2025-12-21,33,6,58,84,46,96,0
2025-12-21,33,7,45,49,39,55,1
2025-12-21,33,8,47,47,38,56,1
2025-12-21,33,9,64,64,52,76,1
2025-12-21,33,10,48,68,43,73,1
2025-12-21,33,11,53,73,42,84,0
2025-12-21,33,12,46,64,33,77,1
2025-12-21,33,13,46,62,38,70,0
2025-12-21,33,14,60,75,41,94,1
2025-12-21,33,15,39,39,25,53,0
2025-12-21,33,16,67,89,49,107,1
2025-12-21,33,17,58,58,44,72,0
2025-12-21,33,18,59,84,47,96,0
2025-12-21,33,19,56,56,43,69,0
2025-12-21,33,20,59,80,40,99,0
2025-12-21,34,1,63,87,45,105,2
2025-12-21,34,2,45,45,36,54,0
